"ResponseId","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q18","Q19","Q20","Q21","Q22","Q23","Q24","Q25_1","Q25_2","Q25_3","Q25_4","Q25_5","Q25_6","Q25_7","Q25_8","Q25_9","Q25_10","Q26","Q27","Q28","Q29","Q30","Age.Group","Country.of.Subsidiary","Gender","Locale"
"R_3lQv1cmNLgONx0O",5,5,4,5,5,5,5,5,5,4,5,4,5,5,5,5,NA,5,5,5,5,5,5,5,4,5,4,4,4,5,5,5,3,2,4,5,5,"1,2,6","25 to less than 35","China","Female","China"
"R_3iwJ5HarUWZzpdc",4,3,4,4,4,5,4,4,4,5,4,2,4,5,4,5,NA,5,3,5,4,5,5,5,3,5,3,3,4,5,5,5,3,1,2,1,4,"7","35 to less than 45","China","Female","China"
"R_etDVNI0XmEY2w9j",3,4,4,5,4,4,4,5,4,3,3,3,4,5,4,5,NA,5,2,3,3,4,3,5,3,4,3,2,2,5,5,5,3,2,4,4,7,"2,5,6","25 to less than 35","China","Female","China"
"R_2WIJAWOMnEO4geW",2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,NA,NA,NA,3,3,3,3,4,4,4,3,3,3,2,3,3,3,7,2,5,7,"1,2,6","25 to less than 35","China","Male","China"
"R_cTpGYze4WzXXHwd",5,5,4,4,5,4,5,5,4,3,4,3,5,4,5,4,7,5,3,3,4,3,4,4,1,3,3,4,4,5,4,4,4,1,1,2,4,"1,3,6","35 to less than 45","USA","Male","USA"
"R_3LhkaLVGLlk6BPB",5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,6,6,5,"1,2,5","25 to less than 35","China","Male","China"
"R_2q9mTOUSztNN0Qc",5,5,5,5,4,5,5,4,3,3,4,3,5,5,5,5,NA,5,NA,4,3,4,4,5,5,5,5,5,4,4,4,4,5,2,5,6,5,"1,5,6","45 to less than 55","Taiwan","Male","Taiwan"
"R_2chZtFsRTv9WCa7",4,4,4,3,3,3,4,3,4,4,4,4,4,4,4,4,NA,5,5,3,3,4,4,5,5,5,5,5,5,5,5,5,5,4,5,6,7,"2,5,6","35 to less than 45","China","Female","China"
"R_3fMBGv8vDJymvkh",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,3,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,5,5,7,"1,2,6","35 to less than 45","China","Female","China"
"R_3lX2hdGMooQ3BL4",4,4,3,3,4,5,5,4,3,3,3,2,4,5,5,4,NA,5,5,4,4,5,5,4,5,4,5,3,4,5,5,5,5,4,5,5,7,"3,5,6","35 to less than 45","Brazil","Male","Brazil"
"R_1hzhChHwYgjwC6E",4,5,3,3,4,4,4,4,4,3,4,3,4,4,4,3,NA,5,5,3,3,4,4,5,4,5,5,5,5,5,5,5,5,7,4,5,4,"6","less than 25","China","Female","China"
"R_1eRlEJEDq5bsAxX",4,4,3,4,3,5,4,4,4,1,3,1,4,4,4,3,NA,5,5,3,3,3,4,5,4,4,4,5,5,5,5,5,5,2,4,5,7,"2,3,6","45 to less than 55","Brazil","Male","Brazil"
"R_UrRnRyfvdC3FENb",4,5,5,5,4,5,4,4,4,4,4,4,4,4,4,4,NA,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4,5,5,7,"2,3,6","25 to less than 35","China","Male","China"
"R_1Gvr7eZqSsmwCVz",3,3,3,3,2,4,3,3,3,3,3,3,3,2,3,3,5,5,2,3,3,3,3,4,4,4,4,4,5,4,4,3,3,7,4,5,5,"2","35 to less than 45","China","Male","China"
"R_28St62p7vMRb3Hq",4,5,4,5,5,4,4,4,4,5,4,4,5,4,4,4,NA,5,NA,3,4,4,4,3,1,1,2,2,2,3,4,4,3,2,4,4,5,"2,3,5","25 to less than 35","China","Male","China"
"R_Zn26sAW5u8TQXbb",4,4,3,3,4,5,5,5,5,5,5,5,5,5,5,5,NA,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,6,5,7,"1,2,6","25 to less than 35","China","Female","China"
"R_2TN1iYZ7n3Lzv2w",4,4,4,4,4,5,5,4,4,5,5,5,5,5,5,4,3,1,3,4,4,4,4,4,1,3,3,3,4,4,4,4,2,4,4,4,5,"1,3,6","25 to less than 35","China","Male","China"
"R_Di8ovqK8nf6tFip",5,5,4,5,4,4,5,5,4,5,4,5,4,5,4,5,2,NA,NA,3,2,2,3,5,4,3,4,4,5,3,5,4,4,2,4,4,7,"2,3,5","35 to less than 45","India","Male","India"
"R_3Hoykc88Y8APXDB",4,4,3,2,3,3,3,3,3,3,3,3,4,3,4,3,5,2,2,2,2,2,2,5,2,3,5,5,4,4,5,5,5,7,2,2,4,"1,2,5","25 to less than 35","China","Male","China"
"R_1OwcQzejkO5ZWv8",4,4,4,4,3,4,4,4,4,4,4,4,4,4,5,5,NA,NA,5,3,3,4,3,2,2,4,4,4,3,5,5,5,4,4,5,5,7,"1,2,3","35 to less than 45","China","Female","China"
"R_TusUuG47eu0ewWl",4,4,4,4,3,3,4,3,3,3,3,3,4,4,4,3,NA,2,NA,2,2,2,2,5,5,5,5,5,5,5,5,5,4,2,4,4,4,"1,5,6","25 to less than 35","China","Male","China"
"R_abBAbVRbo4aZDl7",3,3,3,3,3,4,4,4,1,4,4,4,3,4,4,3,7,5,5,4,4,4,4,3,3,4,3,3,4,4,4,4,3,2,5,6,7,"1,2,6","35 to less than 45","China","Female","China"
"R_3ZRKUbYDfIiC4nv",4,4,4,4,4,4,3,3,4,3,3,3,5,4,5,5,1,NA,1,3,1,2,3,4,5,3,5,5,5,4,5,5,5,2,4,5,5,"6","45 to less than 55","Mexico","Female","Mexico"
"R_3DhUcLuqjN8o7WL",3,3,3,3,1,3,4,2,3,3,2,1,2,2,2,3,7,3,3,2,2,1,2,2,1,1,1,1,1,1,2,1,1,7,1,2,1,"2,4,7","45 to less than 55","Germany","Male","Germany"
"R_cCQdqFtc2qOm6M9",4,4,3,1,4,4,4,3,5,5,2,2,4,4,4,3,7,5,5,1,1,3,3,4,4,2,5,3,3,5,4,4,5,5,6,6,8,"5","45 to less than 55","Mexico","Female","Mexico"
"R_2WU34VrHNPkCBn0",5,5,4,4,3,4,4,3,5,4,4,4,5,5,5,4,NA,5,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,7,"2,3,6","35 to less than 45","China","Female","China"
"R_1jVyzNmlCqquyXH",4,4,5,4,4,4,4,5,1,3,4,3,5,4,4,3,4,5,5,4,4,3,3,5,5,5,5,5,5,5,5,5,5,2,4,5,5,"1,2,3","25 to less than 35","China","Male","China"
"R_pK1K1mfWGYpNKE1",4,4,3,4,4,5,4,4,4,4,4,4,3,4,4,4,NA,5,5,4,3,3,3,5,2,4,2,2,2,5,5,5,5,4,5,5,5,"1,2,5","25 to less than 35","China","Male","China"
"R_Re3YQTJvCK3FsbL",4,4,4,4,3,4,4,4,4,3,4,4,5,4,4,4,NA,NA,3,4,3,4,4,5,4,5,5,5,4,5,5,5,4,4,6,5,5,"2,3,6","25 to less than 35","China","Female","China"
"R_3iPRHyjX2PagRNZ",4,4,3,3,2,3,3,3,3,3,3,3,4,4,4,4,2,2,3,3,3,2,3,5,5,4,5,5,3,3,4,4,4,2,4,4,1,"1,3,6","45 to less than 55","United Kingdom","Male","United Kingdom"
"R_1hFmIG5HN2iedEU",4,4,3,4,3,4,3,3,3,3,3,3,4,4,4,3,1,2,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,2,4,6,7,"6","45 to less than 55","Panama","Female","Panama"
"R_2OZliq88lqizfZx",4,4,4,4,5,5,5,5,2,4,5,4,5,5,5,4,NA,5,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,6,5,7,"3,5,6","45 to less than 55","Mexico","Male","Mexico"
"R_27eeAMvy1KmetYh",4,5,4,3,4,4,5,4,4,5,4,4,4,4,4,4,NA,5,5,5,5,4,4,4,3,3,3,3,4,4,4,4,4,4,4,5,7,"1,2,5","25 to less than 35","China","Male","China"
"R_sR6jffrkwwbcA2l",4,4,4,4,3,4,5,3,4,4,3,3,4,4,4,4,NA,2,NA,4,4,3,3,5,4,5,5,4,5,5,5,5,4,2,4,4,4,"3,5,6","25 to less than 35","China","Female","China"
"R_3MflqGQbUtroArf",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,5,5,3,3,3,3,5,5,5,5,5,5,5,5,5,5,2,4,4,5,"1,3,5","35 to less than 45","France","Male","France"
"R_TvkaGxOnL2VxG13",4,4,4,4,3,4,4,4,3,2,3,2,4,3,4,3,NA,2,NA,3,3,3,3,5,3,3,3,2,5,5,4,4,4,7,1,1,8,"2,5,6","25 to less than 35","China","Female","China"
"R_2zinmTnD7awc9W8",4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,NA,5,5,3,3,3,3,5,5,5,4,4,4,5,5,5,3,2,5,4,7,"2,5,6","45 to less than 55","China","Male","China"
"R_R3nkdF4tFm74fwB",5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,3,NA,5,4,4,3,5,4,4,4,4,4,4,4,5,5,5,5,4,5,5,7,"1,3,6","45 to less than 55","Chile","Female","Chile"
"R_3kzasJZY09oi1Wh",5,5,5,5,5,4,4,4,4,5,4,4,5,5,4,5,NA,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,4,5,4,7,"3","25 to less than 35","China","Male","China"
"R_3Gq8wJKt4GWvyoZ",3,3,3,2,2,4,3,2,3,4,3,4,4,4,4,4,7,5,5,2,2,2,3,4,4,2,5,5,4,3,4,3,3,2,4,2,5,"1,3,5","25 to less than 35","Germany","Male","Germany"
"R_2TuBBBSObB6JLw2",4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,2,3,4,3,2,3,3,3,4,4,3,3,3,4,4,3,2,5,4,5,"1,2,3","45 to less than 55","China","Male","China"
"R_3fos7FdNH24GibE",5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,7,"1,2,5","35 to less than 45","Taiwan","Male","Taiwan"
"R_2WNNevC3e8BXS0J",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,7,"2","35 to less than 45","China","Male","China"
"R_2WVDqGAo7DXZZ02",4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,NA,5,3,4,3,5,3,4,3,4,4,5,5,5,5,5,5,2,5,6,7,"1,2,6","less than 25","China","Male","China"
"R_u4D5Fpa7YCakhqx",4,4,4,3,4,4,4,5,3,4,4,5,5,5,5,5,NA,5,5,4,4,4,4,5,5,3,5,3,3,3,4,3,3,4,5,5,5,"7","35 to less than 45","China","Female","China"
"R_UW2ECljUt8bwrNT",5,5,5,4,2,5,5,4,5,5,5,5,5,5,5,5,NA,5,5,4,4,5,4,5,5,5,5,5,5,5,5,5,5,2,5,5,7,"1,3,5","25 to less than 35","Russian Fed.","Male","Russian Fed."
"R_1IWcJmnUNmyJTql",5,5,3,4,3,4,5,4,4,5,4,4,5,4,4,4,NA,5,3,2,1,3,3,1,1,1,3,2,2,1,1,1,2,4,4,1,1,"1,3","less than 25","USA","Female","USA"
"R_3Jr31cUDhgPWp1u",4,4,4,4,4,5,5,5,4,4,4,4,4,5,5,5,NA,5,4,3,4,4,4,5,4,4,5,5,4,5,4,4,5,2,4,5,5,"2,3,5","25 to less than 35","India","Male","India"
"R_1hyjuK44ar2fSNV",3,4,4,3,3,4,4,3,4,4,4,4,4,5,5,5,NA,5,5,2,2,NA,NA,4,4,NA,4,NA,5,3,4,3,4,2,5,4,7,"1,2,3","less than 25","Germany","Female","Germany"
"R_ex42f7UnzBHIyoF",4,4,4,4,5,4,4,4,4,4,4,4,5,5,4,3,NA,2,3,4,4,5,4,2,2,2,5,4,4,5,5,5,5,4,5,5,5,"2","25 to less than 35","China","Female","China"
"R_9NzJiKSDQZIpjGx",4,5,3,4,4,4,4,4,3,3,4,4,4,4,4,4,NA,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,1,1,1,4,"1,5,6","35 to less than 45","USA","Female","USA"
"R_21cWJ1cccRo2G7G",4,3,4,4,3,3,3,3,3,3,2,2,4,5,5,5,NA,5,2,2,2,3,3,5,5,5,5,5,5,5,5,5,5,1,4,5,7,"1,3,5","45 to less than 55","Germany","Female","Germany"
"R_3Lh7GOkNehDxNTz",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,NA,5,5,1,1,5,5,4,4,4,4,5,5,5,5,5,6,6,8,"1,3,6","25 to less than 35","China","Female","China"
"R_3OqzGnJw2wSMQYw",4,5,5,4,3,5,4,4,5,4,5,4,5,5,5,5,NA,2,NA,4,4,3,4,5,5,3,4,4,5,5,4,2,4,2,2,4,7,"1,2,5","25 to less than 35","China","Male","China"
"R_PBBT5jeF0NmMCQ1",4,4,5,5,2,4,4,4,4,4,4,4,5,4,4,5,2,5,5,4,4,4,4,5,4,5,4,4,5,4,5,5,4,2,5,6,5,"","35 to less than 45","China","Female","China"
"R_1jg0aaU6SrPSo9d",4,4,3,4,4,5,5,4,4,4,4,4,5,5,5,5,2,5,NA,4,5,5,5,5,5,5,5,5,4,3,4,4,4,2,5,5,7,"1,2,3","35 to less than 45","United Kingdom","Female","United Kingdom"
"R_XXRoflLnS6JKyyd",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,5,NA,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,4,4,5,"2,3,5","25 to less than 35","China","Male","China"
"R_UzpXvOUEP569TKV",4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,NA,NA,NA,4,3,2,3,3,3,4,4,3,3,4,4,4,4,7,2,5,4,"1,3,6","45 to less than 55","China","Female","China"
"R_1ln1PolEq3xfIfV",4,4,4,3,3,3,3,3,2,2,2,3,5,5,5,4,4,3,NA,2,1,3,1,3,5,3,5,4,4,4,4,4,4,2,4,4,5,"1,3,5","35 to less than 45","India","Male","India"
"R_3nUHWt3QBMha1Oj",5,5,4,3,3,3,3,3,4,2,3,4,4,5,5,5,NA,5,5,3,1,4,2,5,4,4,5,5,2,2,3,4,3,4,5,4,5,"1,3,5","35 to less than 45","India","Male","India"
"R_2w5XBPruFWpcK0h",3,3,3,4,4,3,4,3,3,4,4,4,3,3,3,4,NA,5,4,4,4,2,2,3,5,3,3,5,5,3,4,4,3,4,4,4,5,"1,2,3","25 to less than 35","Germany","Male","Germany"
"R_31Z7WCWpxxlAwJC",5,5,4,4,5,4,5,4,4,5,4,4,4,4,4,4,NA,1,2,3,4,2,2,5,3,5,3,3,3,5,5,5,4,2,2,4,7,"1,3,5","45 to less than 55","France","Female","France"
"R_BJLBukOXqPlcQ8x",4,4,5,4,5,4,4,4,2,2,2,4,5,5,5,5,NA,5,3,2,2,3,2,5,4,3,5,3,NA,2,5,3,3,4,5,5,7,"1,3,5","55 years or over","Germany","Female","Germany"
"R_3JxXDXpL25B73Pj",5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,NA,4,NA,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,7,"7","25 to less than 35","China","Female","China"
"R_2ux1TFp2c5NeUYd",4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,NA,4,5,4,4,4,4,3,4,4,2,4,2,3,5,5,2,7,4,4,4,"2,5,6","35 to less than 45","China","Female","China"
"R_31Z6AAqDjVyhZdv",3,3,2,4,4,3,3,4,5,2,5,4,5,5,4,4,NA,2,3,4,3,3,3,4,5,4,5,5,5,4,5,5,5,5,5,4,8,"1,5,6","35 to less than 45","India","Male","India"
"R_1NlhEPKx3Vcj2RO",4,4,3,3,3,3,4,3,3,3,3,3,4,4,4,4,NA,5,5,3,2,3,2,5,4,3,3,3,4,5,5,5,4,2,4,4,5,"2,3,5","25 to less than 35","China","Female","China"
"R_2wgahw0iZI8vn7v",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,5,5,4,4,4,3,5,4,4,5,5,5,5,5,4,4,4,4,5,5,"1,2,3","25 to less than 35","China","Male","China"
"R_qyljOzRqmJojd61",4,4,3,2,1,2,3,2,2,2,3,2,4,4,4,4,NA,2,3,2,1,3,1,4,3,3,4,3,3,4,4,5,5,2,5,4,8,"1,2,5","25 to less than 35","Germany","Female","Germany"
"R_2ahk0whk9ys3ki0",5,5,2,2,4,4,5,2,4,4,2,2,2,5,5,2,NA,5,3,2,1,3,3,5,5,5,5,4,4,5,5,5,5,7,2,4,5,"1,5,6","35 to less than 45","Russian Fed.","Female","Russian Fed."
"R_1JQ4gTSdCy6DXcR",4,4,3,4,4,4,4,4,4,4,4,3,5,5,5,5,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4,5,5,7,"1,3,5","25 to less than 35","India","Male","India"
"R_1rCj8boMqIdMKKE",5,5,4,3,4,4,5,3,5,5,5,5,5,4,5,4,NA,5,5,1,2,5,5,5,5,4,5,5,4,4,5,5,5,4,4,4,5,"1,3,6","55 years or over","Germany","Male","Germany"
"R_3JmD8w9lqeRdsqK",3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,4,4,4,4,5,4,5,4,4,5,5,5,5,5,4,4,4,8,"1,2,3","25 to less than 35","China","Male","China"
"R_1E9TNxEjqa7rThz",4,4,4,4,3,5,5,4,4,5,5,5,5,5,5,5,NA,NA,NA,3,3,4,4,3,5,5,4,3,3,4,4,4,4,4,5,5,5,"1,2,6","25 to less than 35","India","Male","India"
"R_pPIZlJ7MLKRn1sd",4,5,3,2,4,4,4,4,4,4,4,4,4,3,3,4,7,2,5,4,4,4,4,5,4,5,3,4,5,5,5,3,3,4,5,5,7,"2,3,5","25 to less than 35","China","Female","China"
"R_2S83Wg2655wRNvC",5,4,4,4,3,3,5,4,4,4,4,4,3,4,4,5,NA,2,2,5,3,4,4,4,4,4,4,4,4,4,4,4,4,7,5,5,5,"1,2,3","less than 25","Germany","Female","Germany"
"R_1gpW2wLqN0MWp2J",3,4,4,3,4,4,3,3,4,3,3,3,4,4,4,3,NA,1,4,3,4,4,3,5,3,5,4,4,3,5,5,5,4,1,2,4,7,"1,3,5","35 to less than 45","China","Female","China"
"R_3fcTTHc0mOuaJ55",5,5,4,4,4,4,5,4,4,4,4,4,5,5,5,5,NA,2,4,4,2,3,2,4,4,4,4,4,4,4,4,4,4,4,5,5,8,"1,3,4","55 years or over","Germany","Male","Germany"
"R_e5rwPa43YBpyR57",3,5,3,4,4,4,4,4,4,5,4,5,5,5,5,5,NA,5,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,2,5","25 to less than 35","India","Female","India"
"R_ST2N6O3C65fJUOd",5,4,4,4,4,4,4,3,4,4,3,4,5,3,3,3,2,NA,2,3,1,3,3,4,4,4,4,4,4,5,4,5,5,2,4,4,5,"1,3,5","45 to less than 55","Germany","Female","Germany"
"R_2ZQw8ExMjmsN2Vk",5,4,4,3,5,4,4,3,4,2,2,3,4,3,3,4,NA,5,5,1,1,2,2,4,5,4,3,NA,5,4,5,5,5,1,4,2,5,"3,4,5","45 to less than 55","France","Female","France"
"R_3QMO909720CBYE0",5,5,4,3,4,5,4,3,3,4,3,3,5,4,5,5,NA,2,5,4,4,5,3,5,5,5,5,2,3,5,3,4,4,4,5,6,5,"1,3,4","35 to less than 45","Germany","Male","Germany"
"R_bOqNLUfxkSBdezn",4,5,5,5,4,5,5,4,5,5,4,4,5,5,5,5,NA,NA,4,3,3,2,3,3,4,3,5,4,5,4,5,4,4,4,5,5,5,"1,3,5","45 to less than 55","Italy","Male","Italy"
"R_sI6GYj3OM7cKN0Z",3,4,3,3,5,4,3,3,4,2,4,3,5,3,4,3,NA,3,4,2,2,3,3,5,5,5,5,5,5,5,5,5,5,4,4,4,5,"1,3,5","35 to less than 45","Germany","Male","Germany"
"R_3Hi7Tn8JGSskAVH",4,4,3,3,4,4,4,4,4,3,4,3,4,4,4,4,NA,2,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,"1,2,3","45 to less than 55","Germany","Male","Germany"
"R_1llyRINr1PwnpJf",3,4,4,3,2,4,3,2,3,3,3,3,5,5,5,5,NA,2,3,3,2,3,3,5,5,5,5,5,5,5,5,5,5,1,2,6,4,"1,3,5","25 to less than 35","China","Female","China"
"R_2zOtAgMogMEKyLg",5,5,5,5,4,4,5,4,4,4,4,4,4,4,4,4,NA,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4,5,5,7,"1,3,4","45 to less than 55","Ireland","Male","Ireland"
"R_VP5HpckWbm6Y23L",4,5,4,5,5,5,5,5,4,4,3,4,5,5,5,4,2,5,5,5,4,5,3,4,4,5,5,5,5,5,5,5,4,2,5,6,5,"2,5,6","less than 25","China","Male","China"
"R_3jfHKedTIolF6JV",5,5,5,4,5,4,5,5,5,4,4,4,5,4,4,3,NA,NA,3,5,5,3,5,5,5,5,5,5,5,5,5,5,5,4,4,6,7,"2,3,6","25 to less than 35","China","Female","China"
"R_1o0w21iris2FRrq",4,5,3,5,5,4,5,4,5,4,5,5,4,4,4,5,2,2,4,2,2,2,2,4,5,3,5,5,5,5,4,3,4,4,4,2,7,"1,3,6","35 to less than 45","Germany","Male","Germany"
"R_3QKIIA6wir24QQe",4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,NA,2,2,3,3,3,3,5,5,5,5,5,5,5,5,5,5,7,4,5,5,"1,2,6","25 to less than 35","China","Female","China"
"R_3GeqEOSMsNKMSQw",5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,5,3,4,3,3,3,5,5,5,5,5,5,5,5,5,5,4,6,6,7,"1,3,6","35 to less than 45","Russian Fed.","Male","Russian Fed."
"R_D8IK6RQ6B79Zd0R",4,5,3,4,4,3,5,4,4,4,5,4,4,4,4,4,NA,2,NA,3,3,3,3,5,5,5,5,5,5,5,5,5,5,4,5,4,5,"1,3,6","25 to less than 35","Germany","Male","Germany"
"R_2fHx6Eu04VuRYrS",5,5,5,4,4,3,4,4,4,4,3,4,5,5,4,4,NA,5,3,4,3,2,NA,4,5,3,5,3,4,5,5,3,4,2,5,4,7,"1,2,4","55 years or over","Ireland","Male","Ireland"
"R_3iOs9xs1TTFzDIM",5,5,3,4,2,5,5,5,5,5,5,5,5,5,5,5,7,5,3,4,1,2,2,5,5,4,4,3,3,5,3,5,5,4,4,5,8,"6","35 to less than 45","Spain","Female","Spain"
"R_1pA7kbnOxq0uPBD",5,5,3,1,1,4,5,5,5,5,4,5,5,5,5,5,NA,5,5,5,4,5,5,3,3,1,2,3,3,2,3,2,1,5,6,6,8,"1,3,6","45 to less than 55","India","Male","India"
"R_1OUkLVr6rp9hcaF",3,3,3,3,4,4,3,4,3,2,4,3,3,4,4,4,NA,NA,3,3,3,3,2,4,4,4,4,4,4,4,4,4,4,7,2,2,4,"1,2,3","25 to less than 35","China","Female","China"
"R_3ERJTCQBD3XIOXy",4,4,2,2,3,3,4,3,4,3,3,3,5,5,5,5,NA,5,NA,2,1,4,3,5,5,4,5,5,5,5,5,5,5,1,4,4,4,"1,3,6","45 to less than 55","Germany","Female","Germany"
"R_3FWhQa25Y62opUL",4,4,3,4,3,4,4,4,3,3,2,2,5,5,4,4,NA,2,5,3,3,3,3,4,3,4,4,4,4,4,4,4,4,2,4,4,5,"1,3,4","25 to less than 35","India","Male","India"
"R_3PiDwnFOIxoZAg9",5,4,5,5,4,4,5,4,4,1,5,4,5,3,4,5,7,NA,NA,5,3,1,1,5,5,5,5,5,5,5,5,5,5,4,2,1,7,"2,3,4","55 years or over","Ireland","Male","Ireland"
"R_3qL33bSf6PUCFEo",4,5,4,5,5,5,5,4,3,5,4,4,5,5,5,5,NA,5,4,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,6,4,8,"1,3,5","25 to less than 35","Germany","Male","Germany"
"R_w4xA0TQ4HdRJ1e1",4,5,2,4,3,3,4,3,4,4,3,4,5,5,5,4,NA,5,NA,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,"1,2,6","35 to less than 45","China","Male","China"
"R_3kLM53kTkR1sBiP",4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,NA,2,NA,4,4,4,4,5,5,5,5,5,5,5,5,5,5,2,4,4,5,"1,2,6","35 to less than 45","China","Female","China"
"R_2eUVeFKlHAfbFmR",4,4,3,3,2,5,4,3,3,4,4,3,5,4,4,4,NA,2,5,3,3,3,3,5,5,4,5,5,5,4,3,4,5,2,4,4,4,"2,3,6","35 to less than 45","Italy","Female","Italy"
"R_1jkV2XeHJA0KDTq",4,4,5,4,4,4,4,4,4,3,4,5,4,5,5,3,NA,5,4,4,4,3,5,3,4,2,3,4,3,5,3,4,5,7,2,2,5,"2,3,6","35 to less than 45","China","Male","China"
"R_2QWMSwhJI8j3PnI",4,4,4,4,4,5,4,4,3,4,3,4,5,5,5,5,NA,1,3,3,4,4,4,4,4,3,5,5,4,3,4,4,4,2,4,4,7,"1,2,5","35 to less than 45","Taiwan","Female","Taiwan"
"R_1pKckfCjkhyMePB",3,3,1,2,3,1,3,1,2,1,2,2,4,4,3,3,NA,5,5,1,1,3,2,5,5,5,5,5,5,4,5,5,5,7,4,5,1,"1,3","25 to less than 35","Germany","Female","Germany"
"R_3gYjB6rXMchcPm0",4,4,4,4,4,3,5,3,3,4,4,4,4,4,4,4,NA,5,5,2,3,4,4,4,NA,3,3,2,3,4,NA,4,4,4,4,4,8,"2,3,4","35 to less than 45","Germany","Male","Germany"
"R_1eM4ca3PL8xUrUz",3,4,4,3,2,3,4,2,3,4,2,3,4,3,2,3,NA,5,1,3,2,4,3,2,3,2,3,2,2,2,2,2,2,2,2,4,5,"2","25 to less than 35","China","Female","China"
"R_yEZkrBPFFKkB4OJ",4,5,4,3,4,3,4,4,5,4,4,4,3,4,4,3,NA,2,2,3,3,2,2,4,4,4,5,5,5,3,4,3,3,2,5,4,8,"1,3","45 to less than 55","France","Female","France"
"R_3iwcrb1lqgI5YqJ",5,4,5,5,5,5,5,4,4,4,3,5,5,4,5,5,NA,2,2,5,5,3,2,4,4,2,4,4,5,5,4,3,4,4,1,2,8,"1,4,6","45 to less than 55","Germany","Male","Germany"
"R_Y4CGy6nMfRzVt61",5,4,4,3,2,4,5,3,1,2,2,2,5,5,5,5,NA,5,2,2,1,3,3,5,5,5,5,3,4,3,5,5,5,4,5,5,5,"1,3,5","25 to less than 35","Germany","Female","Germany"
"R_2Slc777pw7U4nFX",5,5,1,5,4,5,5,5,1,4,3,3,5,5,5,5,7,5,5,4,3,5,5,4,5,4,5,5,3,3,4,3,4,2,4,6,5,"1,3,5","25 to less than 35","United Kingdom","Female","United Kingdom"
"R_28LCfnhriY7VSn4",5,5,3,5,5,4,4,4,1,1,1,1,4,5,5,5,NA,1,5,4,3,3,4,5,4,4,3,2,2,4,3,2,5,4,2,4,5,"1,3,5","less than 25","France","Male","France"
"R_2Va9YxpEBOx0Ru3",4,4,3,3,4,5,5,4,4,2,3,3,4,5,4,3,NA,5,5,4,3,3,3,5,5,3,5,5,5,3,5,4,4,2,4,2,1,"3,4,6","45 to less than 55","Germany","Female","Germany"
"R_3kaYj0RPltynPBq",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,5,NA,5,5,5,4,5,5,5,5,5,5,5,5,5,5,2,4,5,5,"2,5,6","35 to less than 45","China","Female","China"
